label	s	strunz
Sinhalite	gcmin:sinhalite	06.AC.05
Sinjarite	gcmin:sinjarite	03.BB.25
Sinkankasite	gcmin:sinkankasite	08.DB.20
Sinnerite	gcmin:sinnerite	02.GC.10
Sitinakite	gcmin:sitinakite	09.AG.30
Skaergaardite	gcmin:skaergaardite	01.AG.45
Skinnerite	gcmin:skinnerite	02.GA.20
Skippenite	gcmin:skippenite	02.DC.05
Sklodowskite	gcmin:sklodowskite	09.AK.10
Sklodowskite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/46780>	
Skorpionite	gcmin:skorpionite	08.DO.45
Skutterudite	gcmin:skutterudite	02.EC.05
Skutterudite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/39437>	
Slavkovite	gcmin:slavkovite	08.CE.90
Slavíkite	gcmin:slavikite	07.DF.30
Slawsonite	gcmin:slawsonite	09.FA.50
Smamite	gcmin:smamite	08.DD.30
Smectite	gcmin:smectitegroup	
Smectite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/11119>	
Smirnite	gcmin:smirnite	04.JK.40
Smirnovskite	gcmin:smirnovskite	08.CJ.45
Smithite	gcmin:smithite	02.GC.30
Smithsonite	gcmin:smithsonite	05.AB.05
Smolyaninovite	gcmin:smolyaninovite	08.CH.55
Smolyaninovite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/47043>	
Smrkovecite	gcmin:smrkovecite	08.BO.15
Smythite	gcmin:smythite	02.CC.10
"SnS type sulfosalt with Cu, Ag, Fe (without Pb)"	strunz:s02_HA	
"SnS type sulfosalt with Cu, Ag, Fe, Sn and Pb"	strunz:s02_HB	
SnS type sulfosalt with SnS and PbS archetype structure units	strunz:s02_HF	
SnS type sulfosalt with Tl	strunz:s02_HD	
"SnS type sulfosalt with alkalies, H2O"	strunz:s02_HE	
SnS type sulfosalt with only Pb	strunz:s02_HC	
Sobolevite	gcmin:sobolevite	09.BE.37
Sobolevskite	gcmin:sobolevskite	02.CC.05
Sodalite	gcmin:sodalite	09.FB.10
Sodalite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29220>	
Soddyite	gcmin:soddyite	09.AK.05
Sodic amphibole	gcmin:sodicamphibole	
Sodic_albite	gcmin:sodic_albite	
Sodium Amphibole Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/29366>	
Sodium-(Magnesium-Iron-Manganese) Amphibole Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/43531>	
Sodium-Calcium Amphibole Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/43485>	
Sofiite	gcmin:sofiite	04.JG.15
Sogdianite	gcmin:sogdianite	09.CM.05
Sokolovaite	gcmin:sokolovaite	09.EC.20
Solongoite	gcmin:solongoite	06.CA.40
Sonolite	gcmin:sonolite	09.AF.55
Sonoraite	gcmin:sonoraite	04.JN.05
Sopcheite	gcmin:sopcheite	02.BC.55
Sorbyite	gcmin:sorbyite	02.LB.30
Soro-aluminofluoride	strunz:s03_CC	
Sorosilicate	strunz:s09_B	
Sorosilicate transitional ino-phyllosilicate structures	strunz:s09_DP	
"Sorosilicate with Si3O10, Si4O11, etc. anions; cations in octahedral [6] and greater coordination"	strunz:s09_BJ	
"Sorosilicate with Si3O10, Si4O11, etc. anions; cations in tetrahedral [4] and greater coordination"	strunz:s09_BH	
Sorosilicate with mixed SiO4 and Si2O7 groups; cations in octahedral [6] and greater coordination	strunz:s09_BG	
Sorosilicate with mixed SiO4 and Si2O7 groups; cations in tetrahedral [4] and greater coordination	strunz:s09_BF	
"Sorosilicate, unclassified"	strunz:s09_BK	
"Sorosilicate: Si2O7 groups, with additional anions; cations in octahedral [6] and greater coordination"	strunz:s09_BE	
"Sorosilicate: Si2O7 groups, with additional anions; cations in tetrahedral [4] and greater coordination"	strunz:s09_BD	
"Sorosilicate: Si2O7 groups, without non-tetrahedral anions; cations in octahedral [6] and greater coordination"	strunz:s09_BC	
"Sorosilicate: Si2O7 groups, without non-tetrahedral anions; cations in tetrahedral [4] and greater coordination"	strunz:s09_BB	
"Sorosilicate: Si2O7 groups, without non-tetrahedral anions; cations in tetrahedral [4] coordination"	strunz:s09_BA	
Sorosite	gcmin:sorosite	01.AC.15
Sosedkoite	gcmin:sosedkoite	04.DM.05
Soucekite	gcmin:soucekite	02.GA.50
Souzalite	gcmin:souzalite	08.DC.45
Spadaite	gcmin:spadaite	09.EC.45
Spangolite	gcmin:spangolite	07.DD.15
Spencerite	gcmin:spencerite	08.DA.40
Sperrylite	gcmin:sperrylite	02.EB.05a
Spertiniite	gcmin:spertiniite	04.FD.05
Spessartine	gcmin:spessartine	09.AD.25
Sphaerobertrandite	gcmin:sphaerobertrandite	09.AE.50
Sphaerobismoite	gcmin:sphaerobismoite	04.CB.65
Sphalerite	gcmin:sphalerite	02.CB.05a
Sphalerite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29333>	
Spheniscidite	gcmin:spheniscidite	08.DH.10
Spherocobaltite	gcmin:spherocobaltite	05.AB.05
Spinel	gcmin:spinel	04.BB.05
Spinel Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/52933>	
Spinel Supergroup	<https://w3id.org/geochem/1.0/min/grouplexicon/52865>	
Spionkopite	gcmin:spionkopite	02.CA.05c
Spiroffite	gcmin:spiroffite	04.JK.10
Spiroffite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/40378>	
Spodumene	gcmin:spodumene	09.DA.30
Spriggite	gcmin:spriggite	04.GC.15
Springcreekite	gcmin:springcreekite	08.BL.10
Spryite	gcmin:spryite	02.BA.35
Spurrite	gcmin:spurrite	09.AH.15
Srebrodolskite	gcmin:srebrodolskite	04.AC.10
Srilankite	gcmin:srilankite	04.DB.25
Stalderite	gcmin:stalderite	02.GA.40
Stanekite	gcmin:stanekite	08.BB.15
Stanfieldite	gcmin:stanfieldite	08.AC.70
Stanleyite	gcmin:stanleyite	07.DE.50
Stannite	gcmin:stannite	02.CB.15a
Stannite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/9259>	
Stannoidite	gcmin:stannoidite	02.CB.15c
Stannopalladinite	gcmin:stannopalladinite	01.AG.25
Starkeyite	gcmin:starkeyite	07.CB.15
Staroceskéite	gcmin:staroceskeite	02.JB.40a
Starovaite	gcmin:starovaite	08.BF.25
Staro?eskéite	gcmin:staroceskeite	02.JB.40a
Staurolite	gcmin:staurolite	09.AF.30
Staurolite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43836>	
Stavelotite-(La)	gcmin:stavelotite-la	09.BE.87
Steacyite	gcmin:steacyite	09.CH.10
Steacyite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/34954>	
Steenstrupine Group	<https://w3id.org/geochem/1.0/min/grouplexicon/35633>	
Steenstrupine-(Ce)	gcmin:steenstrupine-ce	09.CK.20
Steigerite	gcmin:steigerite	08.CE.65
Steinmetzite	gcmin:steinmetzite	08.CA.42
Steklite	gcmin:steklite	07.AC.20
Stellerite	gcmin:stellerite	09.GE.15
Stenhuggarite	gcmin:stenhuggarite	04.JB.35
Stenonite	gcmin:stenonite	03.CG.05
Stepanovite	gcmin:stepanovite	10.AB.20
Stephanite	gcmin:stephanite	02.GB.10
Stercorite	gcmin:stercorite	08.CJ.05
Stergiouite	gcmin:stergiouite	08.CA.75
Sterlinghillite	gcmin:sterlinghillite	08.CD.25
Sternbergite	gcmin:sternbergite	02.CB.65
Steropesite	gcmin:steropesite	03.CK.05
Sterryite	gcmin:sterryite	02.LB.30
Sterryite family	<https://w3id.org/geochem/1.0/min/grouplexicon/470882>	
Stetefeldtite	gcmin:stetefeldtite	0
Stetindite-(Ce)	gcmin:stetindite-ce	09.AD.30
Stevensite	gcmin:stevensite	09.EC.45
Steverustite	gcmin:steverustite	07.JA.10
Stewartite	gcmin:stewartite	08.DC.30
Stibarsen	gcmin:stibarsen	01.CA.05
Stibiconite	gcmin:stibiconite	04.DH.20
Stibioclaudetite	gcmin:stibioclaudetite	04.CB.45
Stibiocolumbite	gcmin:stibiocolumbite	04.DE.30
Stibiocolusite	gcmin:stibiocolusite	02.CB.30
Stibiogoldfieldite	gcmin:stibiogoldfieldite	02.GB
Stibiopalladinite	gcmin:stibiopalladinite	02.AC.20a
Stibiotantalite	gcmin:stibiotantalite	04.DE.30
Stibivanite	gcmin:stibivanite	04.JA.55
Stibnite	gcmin:stibnite	02.DB.05
Stibnite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/46738>	
Stichtite	gcmin:stichtite	05.DA.50
Stilbite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/3785>	
Stilbite-Ca	gcmin:stilbite-ca	09.GE.10
Stilbite-Na	gcmin:stilbite-na	09.GE.10
Stilleite	gcmin:stilleite	02.CB.05a
Stillwaterite	gcmin:stillwaterite	02.AC.10a
Stillwellite-(Ce)	gcmin:stillwellite-ce	09.AJ.25
Stilpnomelane	gcmin:stilpnomelane	09.EG.40
Stilpnomelane Group	<https://w3id.org/geochem/1.0/min/grouplexicon/46595>	
Stishovite	gcmin:stishovite	04.DA.40
Stistaite	gcmin:stistaite	02.AA.45
Stoiberite	gcmin:stoiberite	08.BB.75
Stoichiometric Perovskites Group	<https://w3id.org/geochem/1.0/min/grouplexicon/50403>	
Stokesite	gcmin:stokesite	09.DM.05
Stolperite	gcmin:stolperite	01.AA.30
Stolzite	gcmin:stolzite	07.GA.05
Stoppaniite	gcmin:stoppaniite	09.CJ.05
Stornesite-(Y)	gcmin:stornesite-y	08.AC.50
Stottite	gcmin:stottite	04.FC.15
Stottite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/29335>	
Stracherite	gcmin:stracherite	09.AH.40
Straczekite	gcmin:straczekite	04.HE.20
Straczekite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/40377>	
Strakhovite	gcmin:strakhovite	09.CF.20
Stranskiite	gcmin:stranskiite	08.AB.35
Strashimirite	gcmin:strashimirite	08.DC.12
Strassmannite	gcmin:strassmannite	07.EB.15
Strelkinite	gcmin:strelkinite	04.HB.30
Strengite	gcmin:strengite	08.CD.10
Stringhamite	gcmin:stringhamite	09.AE.35
Stromeyerite	gcmin:stromeyerite	02.BA.40
Stronadelphite	gcmin:stronadelphite	08.BN.05
Stronalsite	gcmin:stronalsite	09.FA.60
Strontianite	gcmin:strontianite	05.AB.15
Strontio-orthojoaquinite	gcmin:strontio-orthojoaquinite	09.CE.25
Strontiochevkinite	gcmin:strontiochevkinite	09.BE.70
Strontiodresserite	gcmin:strontiodresserite	05.DB.10
Strontiofluorite	gcmin:strontiofluorite	03.AB.25
Strontioginorite	gcmin:strontioginorite	06.FC.15
Strontiojoaquinite	gcmin:strontiojoaquinite	09.CE.25
Strontiomelane	gcmin:strontiomelane	04.DK.10
Strontiopharmacosiderite	gcmin:strontiopharmacosiderite	08.DK.10
Strontioruizite	gcmin:strontioruizite	09.BJ.35
Strontiowhitlockite	gcmin:strontiowhitlockite	08.AC.45
Strunz Class 01 - Elements	strunz:s01	
Strunz Class 02 - Sulfide or Sulfosalt Minerals	strunz:s02	
Strunz Class 03 - Halide Minerals	strunz:s03	
"Strunz Class 04 -Oxide, Hydroxide, Arsenite, etc. Minerals"	strunz:s04	
Strunz Class 05 - Carbonate or Nitrate Minerals	strunz:s05	
Strunz Class 06 - Borate Minerals	strunz:s06	
"Strunz Class 07 - Sulfate, Chromate, Molybdate etc. Minerals"	strunz:s07	
"Strunz Class 08 - Phosphate, Arsenate, or Vanadate Minerals"	strunz:s08	
Strunz Class 09 - Silicate Minerals	strunz:s09	
Strunz Class 10 - Organic compounds	strunz:s10	
Strunzite	gcmin:strunzite	08.DC.25
Strunzite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/35750>	
Struvite	gcmin:struvite	08.CH.40
Struvite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39886>	
Struvite-(K)	gcmin:struvite-k	08.CH.40
Strätlingite	gcmin:stratlingite	09.EG.25
Studenitsite	gcmin:studenitsite	06.GB.05
Studtite	gcmin:studtite	04.GA.15
Stumpflite	gcmin:stumpflite	02.CC.05
Sturmanite	gcmin:sturmanite	07.DG.15
Stöfflerite	gcmin:stofflerite	09.FA.70
Stützite	gcmin:stutzite	02.BA.65
Suanite	gcmin:suanite	06.BA.05
Sudburyite	gcmin:sudburyite	02.CC.05
Sudoite	gcmin:sudoite	09.EC.55
Sudovikovite	gcmin:sudovikovite	02.EA.20
Suenoite	gcmin:suenoite	09.DD.05
Suenoite Root Name Group	<https://w3id.org/geochem/1.0/min/grouplexicon/52565>	
Suessite	gcmin:suessite	01.BB.05
Sugakiite	gcmin:sugakiite	02.BB.15
Sugilite	gcmin:sugilite	09.CM.05
Suhailite	gcmin:suhailite	09.EC.20
"Sulfarsenate with (As,Sb)S4 tetrahedra"	strunz:s02_KA	
Sulfarsenates with additional S	strunz:s02_KB	
"Sulfate, selenate, etc. with additional anions and H2O"	strunz:s07_D	
"Sulfate, selenate, etc. with additional anions and H2O, With large and medium-sized cations"	strunz:s07_DF	
"Sulfate, selenate, etc. with additional anions and H2O, With large and medium-sized cations; with NO3, CO3, B(OH)4, SiO4 or IO3"	strunz:s07_DG	
"Sulfate, selenate, etc. with additional anions and H2O, With only medium-sized cations; chains of edge-sharing octahedra"	strunz:s07_DC	
"Sulfate, selenate, etc. with additional anions and H2O, With only medium-sized cations; insular octahedra and finite units"	strunz:s07_DB	
"Sulfate, selenate, etc. with additional anions and H2O, With only medium-sized cations; sheets of edge-sharing octahedra"	strunz:s07_DD	
"Sulfate, selenate, etc. with additional anions and H2O, With only medium-sized cations; unclassified"	strunz:s07_DE	
"Sulfate, selenate, etc. with additional anions and H2O, With small cations"	strunz:s07_DA	
"Sulfate, selenate, etc. with additional anions, without H2O"	strunz:s07_B	
"Sulfate, selenate, etc. with additional anions, without H2O, With medium-sized and large cations"	strunz:s07_BC	
"Sulfate, selenate, etc. with additional anions, without H2O, With medium-sized cations"	strunz:s07_BB	
"Sulfate, selenate, etc. with additional anions, without H2O, With only large cations"	strunz:s07_BD	
"Sulfate, selenate, etc. with additional anions, without H2O, With small cations"	strunz:s07_BA	
"Sulfate, selenate, etc. without additional anions, with H2O"	strunz:s07_C	
"Sulfate, selenate, etc. without additional anions, with H2O, With medium-sized and large cations"	strunz:s07_CC	
"Sulfate, selenate, etc. without additional anions, with H2O, With only large cations"	strunz:s07_CD	
"Sulfate, selenate, etc. without additional anions, with H2O, With only medium-sized cations"	strunz:s07_CB	
"Sulfate, selenate, etc. without additional anions, with H2O, With small cations"	strunz:s07_CA	
"Sulfate, selenate, etc. without additional anions, without H2O"	strunz:s07_A	
"Sulfate, selenate, etc. without additional anions, without H2O, With medium-sized and large cations"	strunz:s07_AC	
"Sulfate, selenate, etc. without additional anions, without H2O, With medium-sized cations"	strunz:s07_AB	
"Sulfate, selenate, etc. without additional anions, without H2O, With only large cations"	strunz:s07_AD	
"Sulfate, selenate, etc. without additional anions, without H2O, With small cations"	strunz:s07_AA	
"Sulfide or sulfosalt alloy of metalloids with Cu, Ag, Au"	strunz:s02_AA	
Sulfide or sulfosalt alloy of metalloids with PGE	strunz:s02_AC	
Sulfite	strunz:s04_JE	
Sulfoborite	gcmin:sulfoborite	06.AC.55
Sulfur-selenium-iodine family	strunz:s01_CC	
Sulphohalite	gcmin:sulphohalite	07.BD.05
Sulphohalite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/50396>	
Sulphotsumoite	gcmin:sulphotsumoite	02.DC.05
Sulphur	gcmin:sulphur	01.CC.05
Sulphur Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39470>	
Sulphur-ß	gcmin:sulphur-beta	
Sulvanite	gcmin:sulvanite	02.CB.70
Sundiusite	gcmin:sundiusite	07.BD.70
Suolunite	gcmin:suolunite	09.BE.10
Suredaite	gcmin:suredaite	02.DB.10
Surinamite	gcmin:surinamite	09.DH.55
Surite	gcmin:surite	09.EC.75
Surkhobite	gcmin:surkhobite	09.BE.67
Sursassite	gcmin:sursassite	09.BG.15
Susannite	gcmin:susannite	05.BF.40
Sussexite	gcmin:sussexite	06.BA.15
Suzukiite	gcmin:suzukiite	09.DH.15
Svabite	gcmin:svabite	08.BN.05
Svanbergite	gcmin:svanbergite	08.BL.05
Sveinbergeite	gcmin:sveinbergeite	09.DC.05
Sveite	gcmin:sveite	05.ND.20
Sverigeite	gcmin:sverigeite	09.AE.15
Svyatoslavite	gcmin:svyatoslavite	09.FA.45
Svyazhinite	gcmin:svyazhinite	07.DB.05
Swaknoite	gcmin:swaknoite	08.CJ.10
Swamboite-(Nd)	gcmin:swamboite-nd	09.AK.20
Swartzite	gcmin:swartzite	05.ED.10
Swedenborgite	gcmin:swedenborgite	04.AC.05
Sweetite	gcmin:sweetite	04.FA.10
Swinefordite	gcmin:swinefordite	09.EC.45
Switzerite	gcmin:switzerite	08.CE.25
Sylvanite	gcmin:sylvanite	02.EA.05
Sylvite	gcmin:sylvite	03.AA.20
Symesite	gcmin:symesite	03.DC.60
Symplesite	gcmin:symplesite	08.CE.45
Symplesite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39696>	
Synadelphite	gcmin:synadelphite	08.BE.50
Synchysite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/32183>	
Synchysite-(Ce)	gcmin:synchysite-ce	05.BD.20c
Synchysite-(Nd)	gcmin:synchysite-nd	05.BD.20c
Synchysite-(Y)	gcmin:synchysite-y	05.BD.20c
Syngenite	gcmin:syngenite	07.CD.35
Szaibélyite	gcmin:szaibelyite	06.BA.15
Szenicsite	gcmin:szenicsite	07.GB.10
Szmikite	gcmin:szmikite	07.CB.05
Szomolnokite	gcmin:szomolnokite	07.CB.05
Szymanskiite	gcmin:szymanskiite	05.DB.30
Söhngeite	gcmin:sohngeite	04.FC.05
Söhngeite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/39504>	
Sørensenite	gcmin:sorensenite	09.DG.30
Taaffeite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39985>	
Tacharanite	gcmin:tacharanite	09.HA.75
Tachyhydrite	gcmin:tachyhydrite	03.BB.35
Tadzhikite-(Ce)	gcmin:tadzhikite-ce	09.DK.20
Taenite	gcmin:taenite	01.AE.10
Taikanite	gcmin:taikanite	09.DH.25
Taimyrite-I	gcmin:taimyrite-i	01.AG.15
Tainiolite	gcmin:tainiolite	09.EC.15
Taipingite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/470791>	
Takanawaite-(Y)	gcmin:takanawaite-y	07.GA.20
Takanelite	gcmin:takanelite	04.FL.40
Takedaite	gcmin:takedaite	06.AA.40
Takovite	gcmin:takovite	05.DA.50
Takéuchiite	gcmin:takeuchiite	06.AB.40
Talc	gcmin:talc	09.EC.05
Talmessite	gcmin:talmessite	08.CG.05
Talnakhite	gcmin:talnakhite	02.CB.10b
Talnakhite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/42951>	
Tamaite	gcmin:tamaite	09.EG.30
Tamarugite	gcmin:tamarugite	07.CC.10
Tancaite-(Ce)	gcmin:tancaite-ce	07.GB.50
Tancoite	gcmin:tancoite	08.BG.15
Taneyamalite	gcmin:taneyamalite	09.DH.65
Tangdanite	gcmin:tangdanite	08.DM.10
Tangeite	gcmin:tangeite	08.BH.35
Tanohataite	gcmin:tanohataite	09.??
Tantalaeschynite-(Y)	gcmin:tantalaeschynite-y	04.DF.05
Tantalcarbide	gcmin:tantalcarbide	01.BA.20
Tantalite-(Fe)	gcmin:tantalite-fe	04.DB.35
Tantalite-(Mg)	gcmin:tantalite-mg	04.DB.35
Tantalite-(Mn)	gcmin:tantalite-mn	04.DB.35
Tantalowodginite	gcmin:tantalowodginite	04.DB.40
Tanteuxenite-(Y)	gcmin:tanteuxenite-y	04.DG.05
Tantite	gcmin:tantite	04.EA.05
Tapiolite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29336>	
Tapiolite-(Fe)	gcmin:tapiolite-fe	04.DB.10
Tapiolite-(Mn)	gcmin:tapiolite-mn	04.DB.10
Taramellite	gcmin:taramellite	09.CE.20
Taramite	gcmin:taramite	09.DE.20
Taramite Root Name Group	<https://w3id.org/geochem/1.0/min/grouplexicon/3889>	
Taranakite	gcmin:taranakite	08.CH.25
Tarapacáite	gcmin:tarapacaite	07.FA.05
Tarbagataite	gcmin:tarbagataite	09.??
Tarbuttite	gcmin:tarbuttite	08.BB.35
Tarbuttite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/44182>	
Tarkianite	gcmin:tarkianite	02.DB.30
Taseqite	gcmin:taseqite	04.??
Tashelgite	gcmin:tashelgite	04.FG.25
Tassieite	gcmin:tassieite	08.CF.05
Tatarinovite	gcmin:tatarinovite	07.DG.15
Tatarskite	gcmin:tatarskite	07.DG.25
Tatyanaite	gcmin:tatyanaite	01.AG.15
Tausonite	gcmin:tausonite	04.CC.35
Tavagnascoite	gcmin:tavagnascoite	07.BB.35
Tavorite	gcmin:tavorite	08.BB.05
Tazheranite	gcmin:tazheranite	04.DL.10
Tazieffite	gcmin:tazieffite	02.JB.65
Tazzoliite	gcmin:tazzoliite	04.DH.50
Teallite	gcmin:teallite	02.CD.05
Tedhadleyite	gcmin:tedhadleyite	03.DD.40
Teepleite	gcmin:teepleite	06.AC.40
Tegengrenite	gcmin:tegengrenite	04.BB.20
Teineite	gcmin:teineite	04.JM.20
Tektite	gcmin:tectite	
Tekto-aluminofluoride	strunz:s03_CF	
Tekto-dodecaborate	strunz:s06_GC	
Tekto-heptaborate	strunz:s06_GA	
Tekto-pentaborate	strunz:s06_ED	
Tekto-tetraborate	strunz:s06_DD	
Tektodiborate	strunz:s06_BD	
Tektosilicate with additional anions	strunz:s09_FB	
Tektosilicate with zeolitic H2O; Zeolite family	strunz:s09_G	
Tektosilicate without additional non-tetrahedral anions	strunz:s09_FA	
Tektosilicate without zeolitic H2O	strunz:s09_F	
Telargpalite	gcmin:telargpalite	02.BC.45
Telargpalite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/53066>	
Tellurantimony	gcmin:tellurantimony	02.DC.05
Tellurite	gcmin:tellurite	04.DE.20
Tellurite with additional anions and H2O	strunz:s04_JN	
"Tellurite with additional anions, without H2O"	strunz:s04_JL	
"Tellurite without additional anions, with H2O"	strunz:s04_JM	
"Tellurite without additional anions, without H2O"	strunz:s04_JK	
Tellurium	gcmin:tellurium	01.CC.10
Tellurobismuthite	gcmin:tellurobismuthite	02.DC.05
Tellurohauchecornite	gcmin:tellurohauchecornite	02.BB.10
Telluromandarinoite	gcmin:telluromandarinoite	04.JM.??
Telluronevskite	gcmin:telluronevskite	02.DC.05
Telluropalladinite	gcmin:telluropalladinite	02.BC.30
Telluroperite	gcmin:telluroperite	03.DC.15
Telyushenkoite	gcmin:telyushenkoite	09.EH.25
Temagamite	gcmin:temagamite	02.BC.50
Tengchongite	gcmin:tengchongite	07.HB.20
Tengerite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/42431>	
Tengerite-(Y)	gcmin:tengerite-y	05.CC.10
Tennantite	gcmin:tennantite	02.GB.05
Tennantite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/3911>	
Tennantite-(Cu)	gcmin:tennantite-cu	02.GB
Tennantite-(Fe)	gcmin:tennantite-fe	02.GB.05
Tennantite-(Hg)	gcmin:tennantite-hg	02.GB
Tennantite-(In)	gcmin:tennantite-in	02.GB
Tennantite-(Zn)	gcmin:tennantite-zn	02.GB.05
Tenorite	gcmin:tenorite	04.AB.10
Tephroite	gcmin:tephroite	09.AC.05
Terlinguacreekite	gcmin:terlinguacreekite	03.DD.55
Terlinguaite	gcmin:terlinguaite	03.DD.20
Ternesite	gcmin:ternesite	09.AH.20
Ternovite	gcmin:ternovite	04.FM.15
Terranovaite	gcmin:terranovaite	09.GF.05
Terrywallaceite	gcmin:terrywallaceite	02.JB.40a
Terskite	gcmin:terskite	09.DM.40
Tertschite	gcmin:tertschite	06.EB.20
Teruggite	gcmin:teruggite	06.FA.25
Teschemacherite	gcmin:teschemacherite	05.AA.25
Tetra-auricupride	gcmin:tetra-auricupride	01.AA.10b
Tetraborate	strunz:s06_D	
Tetradymite	gcmin:tetradymite	02.DC.05
Tetradymite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29337>	
Tetraferriannite	gcmin:tetraferriannite	09.EC.20
Tetraferriphlogopite	gcmin:tetraferriphlogopite	09.EC.20
Tetraferroplatinum	gcmin:tetraferroplatinum	01.AG.40
Tetrahedrite	gcmin:tetrahedrite	02.GB.05
Tetrahedrite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29338>	
Tetrahedrite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/3924>	
Tetrahedrite-(Cd)	gcmin:tetrahedrite-cd	02.GB
Tetrahedrite-(Cu)	gcmin:tetrahedrite-cu	02.GB
Tetrahedrite-(Fe)	gcmin:tetrahedrite-fe	02.GB.05
Tetrahedrite-(Hg)	gcmin:tetrahedrite-hg	02.GB.05
Tetrahedrite-(Mn)	gcmin:tetrahedrite-mn	02.GB
Tetrahedrite-(Zn)	gcmin:tetrahedrite-zn	02.GB.05
Tetrarooseveltite	gcmin:tetrarooseveltite	08.AD.55
Tetrataenite	gcmin:tetrataenite	01.AE.10
Tetrawickmanite	gcmin:tetrawickmanite	04.FC.15
Thadeuite	gcmin:thadeuite	08.BH.05
Thalcusite	gcmin:thalcusite	02.BD.30
Thalfenisite	gcmin:thalfenisite	02.FC.05
Thalhammerite	gcmin:thalhammerite	02.BC.45
Thalliumpharmacosiderite	gcmin:thalliumpharmacosiderite	08.DK.10
Thalénite-(Y)	gcmin:thalenite-y	09.BJ.20
Thaumasite	gcmin:thaumasite	07.DG.15
Theisite	gcmin:theisite	08.BE.75
Theoparacelsite	gcmin:theoparacelsite	08.BB.65
Theophrastite	gcmin:theophrastite	04.FE.05
Thermessaite	gcmin:thermessaite	03.CG.25
Thermessaite-(NH<sub>4</sub>)	gcmin:thermessaite-nh4	03.CG.25
Thermonatrite	gcmin:thermonatrite	05.CB.05
Thiospinel Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29230>	
Thiosulfate	strunz:s07_J	
Thiosulfate of Pb	strunz:s07_JA	
Tholins	gcmin:tholins	10.CA
Thomasclarkite-(Y)	gcmin:thomasclarkite-y	05.DC.20
Thometzekite	gcmin:thometzekite	08.CG.15
Thomsenolite	gcmin:thomsenolite	03.CB.40
Thomsonite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/28896>	
Thomsonite-Ca	gcmin:thomsonite-ca	09.GA.10
Thomsonite-Sr	gcmin:thomsonite-sr	09.GA.10
Thorbastnäsite	gcmin:thorbastnasite	05.BD.20a
Thoreaulite	gcmin:thoreaulite	04.DG.15
Thorianite	gcmin:thorianite	04.DL.05
Thorikosite	gcmin:thorikosite	03.DC.40
Thorite	gcmin:thorite	09.AD.30
Thornasite	gcmin:thornasite	09.GF.50
Thorneite	gcmin:thorneite	07.DC.50
Thorosteenstrupine	gcmin:thorosteenstrupine	09.CK.20
Thortveitite	gcmin:thortveitite	09.BC.05
Thortveitite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29438>	
Thorutite	gcmin:thorutite	04.DH.05
Threadgoldite	gcmin:threadgoldite	08.EB.20
Thénardite	gcmin:thenardite	07.AC.25
Thérèsemagnanite	gcmin:theresemagnanite	07.DD.80
Tiberiobardiite	gcmin:tiberiobardiite	07.DE.47
Tiemannite	gcmin:tiemannite	02.CB.05a
Tienshanite	gcmin:tienshanite	09.CL.05
Tiettaite	gcmin:tiettaite	09.HA.90
Tikhonenkovite	gcmin:tikhonenkovite	03.CC.10
Tilasite	gcmin:tilasite	08.BH.10
