s	label	mindatid	mindatLongid	strunz10.1	strunz10.2	strunz10.3	parent	skos:broader	
gsmin:taramite	Taramite	3889	1:1:3889:4	9	DE	20	s09_DE	gkosg:s09_DE	gsmin:taramite  gsmin:mindaturi  <https://www.mindat.org/1:1:3889:4> .
gsmin:winchite	Winchite	4296	1:1:4296:9	9	DE	20	s09_DE	gkosg:s09_DE	gsmin:winchite  gsmin:mindaturi  <https://www.mindat.org/1:1:4296:9> .
gsmin:arfvedsonite	Arfvedsonite	325	1:1:325:2	9	DE	25	s09_DE	gkosg:s09_DE	gsmin:arfvedsonite  gsmin:mindaturi  <https://www.mindat.org/1:1:325:2> .
gsmin:eckermannite	Eckermannite	1348	1:1:1348:8	9	DE	25	s09_DE	gkosg:s09_DE	gsmin:eckermannite  gsmin:mindaturi  <https://www.mindat.org/1:1:1348:8> .
gsmin:ferro-ferri-nyboite	Ferro-ferri-nybøite	6926	1:1:6926:3	9	DE	25	s09_DE	gkosg:s09_DE	gsmin:ferro-ferri-nyboite  gsmin:mindaturi  <https://www.mindat.org/1:1:6926:3> .
gsmin:ferro-ferri-pedrizite	Ferro-ferri-pedrizite	30915	1:1:30915:6	9	DE	25	s09_DE	gkosg:s09_DE	gsmin:ferro-ferri-pedrizite  gsmin:mindaturi  <https://www.mindat.org/1:1:30915:6> .
gsmin:glaucophane	Glaucophane	1704	1:1:1704:2	9	DE	25	s09_DE	gkosg:s09_DE	gsmin:glaucophane  gsmin:mindaturi  <https://www.mindat.org/1:1:1704:2> .
gsmin:magnesio-arfvedsonite	Magnesio-arfvedsonite	2537	1:1:2537:5	9	DE	25	s09_DE	gkosg:s09_DE	gsmin:magnesio-arfvedsonite  gsmin:mindaturi  <https://www.mindat.org/1:1:2537:5> .
gsmin:nyboite	Nybøite	2944	1:1:2944:1	9	DE	25	s09_DE	gkosg:s09_DE	gsmin:nyboite  gsmin:mindaturi  <https://www.mindat.org/1:1:2944:1> .
gsmin:riebeckite	Riebeckite	3418	1:1:3418:6	9	DE	25	s09_DE	gkosg:s09_DE	gsmin:riebeckite  gsmin:mindaturi  <https://www.mindat.org/1:1:3418:6> .
gsmin:chesterite	Chesterite	997	1:1:997:3	9	DF	5	s09_DF	gkosg:s09_DF	gsmin:chesterite  gsmin:mindaturi  <https://www.mindat.org/1:1:997:3> .
gsmin:clinojimthompsonite	Clinojimthompsonite	1078	1:1:1078:4	9	DF	5	s09_DF	gkosg:s09_DF	gsmin:clinojimthompsonite  gsmin:mindaturi  <https://www.mindat.org/1:1:1078:4> .
gsmin:jimthompsonite	Jimthompsonite	2096	1:1:2096:7	9	DF	5	s09_DF	gkosg:s09_DF	gsmin:jimthompsonite  gsmin:mindaturi  <https://www.mindat.org/1:1:2096:7> .
gsmin:ershovite	Ershovite	1405	1:1:1405:8	9	DF	15	s09_DF	gkosg:s09_DF	gsmin:ershovite  gsmin:mindaturi  <https://www.mindat.org/1:1:1405:8> .
gsmin:paraershovite	Paraershovite	39560	1:1:39560:3	9	DF	15	s09_DF	gkosg:s09_DF	gsmin:paraershovite  gsmin:mindaturi  <https://www.mindat.org/1:1:39560:3> .
gsmin:tvedalite	Tvedalite	4065	1:1:4065:1	9	DF	20	s09_DF	gkosg:s09_DF	gsmin:tvedalite  gsmin:mindaturi  <https://www.mindat.org/1:1:4065:1> .
gsmin:bavenite	Bavenite	577	1:1:577:3	9	DF	25	s09_DF	gkosg:s09_DF	gsmin:bavenite  gsmin:mindaturi  <https://www.mindat.org/1:1:577:3> .
gsmin:bigcreekite	Bigcreekite	7083	1:1:7083:2	9	DF	30	s09_DF	gkosg:s09_DF	gsmin:bigcreekite  gsmin:mindaturi  <https://www.mindat.org/1:1:7083:2> .
gsmin:bustamite	Bustamite	809	1:1:809:9	9	DG	5	s09_DG	gkosg:s09_DG	gsmin:bustamite  gsmin:mindaturi  <https://www.mindat.org/1:1:809:9> .
gsmin:ferrobustamite	Ferrobustamite	1511	1:1:1511:6	9	DG	5	s09_DG	gkosg:s09_DG	gsmin:ferrobustamite  gsmin:mindaturi  <https://www.mindat.org/1:1:1511:6> .
gsmin:pectolite	Pectolite	3141	1:1:3141:3	9	DG	5	s09_DG	gkosg:s09_DG	gsmin:pectolite  gsmin:mindaturi  <https://www.mindat.org/1:1:3141:3> .
gsmin:serandite	Serandite	3622	1:1:3622:7	9	DG	5	s09_DG	gkosg:s09_DG	gsmin:serandite  gsmin:mindaturi  <https://www.mindat.org/1:1:3622:7> .
gsmin:wollastonite	Wollastonite	4323	1:1:4323:2	9	DG	5	s09_DG	gkosg:s09_DG	gsmin:wollastonite  gsmin:mindaturi  <https://www.mindat.org/1:1:4323:2> .
gsmin:cascandite	Cascandite	914	1:1:914:0	9	DG	7	s09_DG	gkosg:s09_DG	gsmin:cascandite  gsmin:mindaturi  <https://www.mindat.org/1:1:914:0> .
gsmin:plombierite	Plombièrite	3242	1:1:3242:7	9	DG	8	s09_DG	gkosg:s09_DG	gsmin:plombierite  gsmin:mindaturi  <https://www.mindat.org/1:1:3242:7> .
gsmin:clinotobermorite	Clinotobermorite	1084	1:1:1084:5	9	DG	10	s09_DG	gkosg:s09_DG	gsmin:clinotobermorite  gsmin:mindaturi  <https://www.mindat.org/1:1:1084:5> .
gsmin:riversideite	Riversideite	3427	1:1:3427:8	9	DG	10	s09_DG	gkosg:s09_DG	gsmin:riversideite  gsmin:mindaturi  <https://www.mindat.org/1:1:3427:8> .
gsmin:tobermorite	Tobermorite	3985	1:1:3985:3	9	DG	10	s09_DG	gkosg:s09_DG	gsmin:tobermorite  gsmin:mindaturi  <https://www.mindat.org/1:1:3985:3> .
gsmin:foshagite	Foshagite	1585	1:1:1585:7	9	DG	15	s09_DG	gkosg:s09_DG	gsmin:foshagite  gsmin:mindaturi  <https://www.mindat.org/1:1:1585:7> .
gsmin:jennite	Jennite	2087	1:1:2087:5	9	DG	20	s09_DG	gkosg:s09_DG	gsmin:jennite  gsmin:mindaturi  <https://www.mindat.org/1:1:2087:5> .
gsmin:paraumbite	Paraumbite	3117	1:1:3117:8	9	DG	25	s09_DG	gkosg:s09_DG	gsmin:paraumbite  gsmin:mindaturi  <https://www.mindat.org/1:1:3117:8> .
gsmin:umbite	Umbite	4091	1:1:4091:0	9	DG	25	s09_DG	gkosg:s09_DG	gsmin:umbite  gsmin:mindaturi  <https://www.mindat.org/1:1:4091:0> .
gsmin:sorensenite	Sørensenite	3716	1:1:3716:3	9	DG	30	s09_DG	gkosg:s09_DG	gsmin:sorensenite  gsmin:mindaturi  <https://www.mindat.org/1:1:3716:3> .
gsmin:xonotlite	Xonotlite	4343	1:1:4343:0	9	DG	35	s09_DG	gkosg:s09_DG	gsmin:xonotlite  gsmin:mindaturi  <https://www.mindat.org/1:1:4343:0> .
gsmin:hillebrandite	Hillebrandite	1904	1:1:1904:6	9	DG	40	s09_DG	gkosg:s09_DG	gsmin:hillebrandite  gsmin:mindaturi  <https://www.mindat.org/1:1:1904:6> .
gsmin:chivruaiite	Chivruaiite	27495	1:1:27495:7	9	DG	45	s09_DG	gkosg:s09_DG	gsmin:chivruaiite  gsmin:mindaturi  <https://www.mindat.org/1:1:27495:7> .
gsmin:zorite	Zorite	4431	1:1:4431:4	9	DG	45	s09_DG	gkosg:s09_DG	gsmin:zorite  gsmin:mindaturi  <https://www.mindat.org/1:1:4431:4> .
gsmin:haineaultite	Haineaultite	25707	1:1:25707:5	9	DG	50	s09_DG	gkosg:s09_DG	gsmin:haineaultite  gsmin:mindaturi  <https://www.mindat.org/1:1:25707:5> .
gsmin:epididymite	Epididymite	1388	1:1:1388:4	9	DG	55	s09_DG	gkosg:s09_DG	gsmin:epididymite  gsmin:mindaturi  <https://www.mindat.org/1:1:1388:4> .
gsmin:eudidymite	Eudidymite	1421	1:1:1421:8	9	DG	60	s09_DG	gkosg:s09_DG	gsmin:eudidymite  gsmin:mindaturi  <https://www.mindat.org/1:1:1421:8> .
gsmin:elpidite	Elpidite	1370	1:1:1370:9	9	DG	65	s09_DG	gkosg:s09_DG	gsmin:elpidite  gsmin:mindaturi  <https://www.mindat.org/1:1:1370:9> .
gsmin:fenaksite	Fenaksite	1475	1:1:1475:1	9	DG	70	s09_DG	gkosg:s09_DG	gsmin:fenaksite  gsmin:mindaturi  <https://www.mindat.org/1:1:1475:1> .
gsmin:manaksite	Manaksite	2558	1:1:2558:0	9	DG	70	s09_DG	gkosg:s09_DG	gsmin:manaksite  gsmin:mindaturi  <https://www.mindat.org/1:1:2558:0> .
gsmin:senkevichite	Senkevichite	27468	1:1:27468:3	9	DG	75	s09_DG	gkosg:s09_DG	gsmin:senkevichite  gsmin:mindaturi  <https://www.mindat.org/1:1:27468:3> .
gsmin:tinaksite	Tinaksite	3966	1:1:3966:2	9	DG	75	s09_DG	gkosg:s09_DG	gsmin:tinaksite  gsmin:mindaturi  <https://www.mindat.org/1:1:3966:2> .
gsmin:tokkoite	Tokkoite	3989	1:1:3989:1	9	DG	75	s09_DG	gkosg:s09_DG	gsmin:tokkoite  gsmin:mindaturi  <https://www.mindat.org/1:1:3989:1> .
gsmin:canasite	Canasite	878	1:1:878:9	9	DG	80	s09_DG	gkosg:s09_DG	gsmin:canasite  gsmin:mindaturi  <https://www.mindat.org/1:1:878:9> .
gsmin:fluorcanasite	Fluorcanasite	32288	1:1:32288:3	9	DG	80	s09_DG	gkosg:s09_DG	gsmin:fluorcanasite  gsmin:mindaturi  <https://www.mindat.org/1:1:32288:3> .
gsmin:miserite	Miserite	2727	1:1:2727:0	9	DG	85	s09_DG	gkosg:s09_DG	gsmin:miserite  gsmin:mindaturi  <https://www.mindat.org/1:1:2727:0> .
gsmin:frankamenite	Frankamenite	6957	1:1:6957:7	9	DG	90	s09_DG	gkosg:s09_DG	gsmin:frankamenite  gsmin:mindaturi  <https://www.mindat.org/1:1:6957:7> .
gsmin:charoite	Charoite	972	1:1:972:4	9	DG	92	s09_DG	gkosg:s09_DG	gsmin:charoite  gsmin:mindaturi  <https://www.mindat.org/1:1:972:4> .
gsmin:yuksporite	Yuksporite	4378	1:1:4378:2	9	DG	95	s09_DG	gkosg:s09_DG	gsmin:yuksporite  gsmin:mindaturi  <https://www.mindat.org/1:1:4378:2> .
gsmin:eveslogite	Eveslogite	27104	1:1:27104:8	9	DG	97	s09_DG	gkosg:s09_DG	gsmin:eveslogite  gsmin:mindaturi  <https://www.mindat.org/1:1:27104:8> .
gsmin:noonkanbahite	Noonkanbahite	39304	1:1:39304:9	9	DH	??	s09_DH	gkosg:s09_DH	gsmin:noonkanbahite  gsmin:mindaturi  <https://www.mindat.org/1:1:39304:9> .
gsmin:leucophanite	Leucophanite	2383	1:1:2383:8	9	DH	5	s09_DH	gkosg:s09_DH	gsmin:leucophanite  gsmin:mindaturi  <https://www.mindat.org/1:1:2383:8> .
gsmin:ohmilite	Ohmilite	2963	1:1:2963:2	9	DH	10	s09_DH	gkosg:s09_DH	gsmin:ohmilite  gsmin:mindaturi  <https://www.mindat.org/1:1:2963:2> .
gsmin:haradaite	Haradaite	1817	1:1:1817:9	9	DH	15	s09_DH	gkosg:s09_DH	gsmin:haradaite  gsmin:mindaturi  <https://www.mindat.org/1:1:1817:9> .
gsmin:suzukiite	Suzukiite	3835	1:1:3835:1	9	DH	15	s09_DH	gkosg:s09_DH	gsmin:suzukiite  gsmin:mindaturi  <https://www.mindat.org/1:1:3835:1> .
gsmin:batisite	Batisite	568	1:1:568:5	9	DH	20	s09_DH	gkosg:s09_DH	gsmin:batisite  gsmin:mindaturi  <https://www.mindat.org/1:1:568:5> .
gsmin:shcherbakovite	Shcherbakovite	3635	1:1:3635:7	9	DH	20	s09_DH	gkosg:s09_DH	gsmin:shcherbakovite  gsmin:mindaturi  <https://www.mindat.org/1:1:3635:7> .
gsmin:taikanite	Taikanite	3869	1:1:3869:6	9	DH	25	s09_DH	gkosg:s09_DH	gsmin:taikanite  gsmin:mindaturi  <https://www.mindat.org/1:1:3869:6> .
gsmin:krauskopfite	Krauskopfite	2271	1:1:2271:8	9	DH	30	s09_DH	gkosg:s09_DH	gsmin:krauskopfite  gsmin:mindaturi  <https://www.mindat.org/1:1:2271:8> .
gsmin:balangeroite	Balangeroite	492	1:1:492:3	9	DH	35	s09_DH	gkosg:s09_DH	gsmin:balangeroite  gsmin:mindaturi  <https://www.mindat.org/1:1:492:3> .
gsmin:gageite	Gageite	1631	1:1:1631:1	9	DH	35	s09_DH	gkosg:s09_DH	gsmin:gageite  gsmin:mindaturi  <https://www.mindat.org/1:1:1631:1> .
gsmin:aenigmatite	Aenigmatite	33	1:1:33:4	9	DH	40	s09_DH	gkosg:s09_DH	gsmin:aenigmatite  gsmin:mindaturi  <https://www.mindat.org/1:1:33:4> .
gsmin:dorrite	Dorrite	1313	1:1:1313:6	9	DH	40	s09_DH	gkosg:s09_DH	gsmin:dorrite  gsmin:mindaturi  <https://www.mindat.org/1:1:1313:6> .
gsmin:hogtuvaite	Høgtuvaite	1917	1:1:1917:6	9	DH	40	s09_DH	gkosg:s09_DH	gsmin:hogtuvaite  gsmin:mindaturi  <https://www.mindat.org/1:1:1917:6> .
gsmin:makarochkinite	Makarochkinite	2547	1:1:2547:4	9	DH	40	s09_DH	gkosg:s09_DH	gsmin:makarochkinite  gsmin:mindaturi  <https://www.mindat.org/1:1:2547:4> .
gsmin:rhonite	Rhönite	3402	1:1:3402:5	9	DH	40	s09_DH	gkosg:s09_DH	gsmin:rhonite  gsmin:mindaturi  <https://www.mindat.org/1:1:3402:5> .
gsmin:serendibite	Serendibite	3623	1:1:3623:4	9	DH	40	s09_DH	gkosg:s09_DH	gsmin:serendibite  gsmin:mindaturi  <https://www.mindat.org/1:1:3623:4> .
gsmin:welshite	Welshite	4267	1:1:4267:9	9	DH	40	s09_DH	gkosg:s09_DH	gsmin:welshite  gsmin:mindaturi  <https://www.mindat.org/1:1:4267:9> .
gsmin:wilkinsonite	Wilkinsonite	4290	1:1:4290:7	9	DH	40	s09_DH	gkosg:s09_DH	gsmin:wilkinsonite  gsmin:mindaturi  <https://www.mindat.org/1:1:4290:7> .
gsmin:sapphirine	Sapphirine	3531	1:1:3531:2	9	DH	45	s09_DH	gkosg:s09_DH	gsmin:sapphirine  gsmin:mindaturi  <https://www.mindat.org/1:1:3531:2> .
gsmin:khmaralite	Khmaralite	7136	1:1:7136:5	9	DH	50	s09_DH	gkosg:s09_DH	gsmin:khmaralite  gsmin:mindaturi  <https://www.mindat.org/1:1:7136:5> .
gsmin:surinamite	Surinamite	3830	1:1:3830:6	9	DH	55	s09_DH	gkosg:s09_DH	gsmin:surinamite  gsmin:mindaturi  <https://www.mindat.org/1:1:3830:6> .
gsmin:deerite	Deerite	1245	1:1:1245:0	9	DH	60	s09_DH	gkosg:s09_DH	gsmin:deerite  gsmin:mindaturi  <https://www.mindat.org/1:1:1245:0> .
gsmin:howieite	Howieite	1935	1:1:1935:0	9	DH	65	s09_DH	gkosg:s09_DH	gsmin:howieite  gsmin:mindaturi  <https://www.mindat.org/1:1:1935:0> .
gsmin:taneyamalite	Taneyamalite	3880	1:1:3880:1	9	DH	65	s09_DH	gkosg:s09_DH	gsmin:taneyamalite  gsmin:mindaturi  <https://www.mindat.org/1:1:3880:1> .
gsmin:johninnesite	Johninnesite	2106	1:1:2106:3	9	DH	70	s09_DH	gkosg:s09_DH	gsmin:johninnesite  gsmin:mindaturi  <https://www.mindat.org/1:1:2106:3> .
gsmin:agrellite	Agrellite	57	1:1:57:0	9	DH	75	s09_DH	gkosg:s09_DH	gsmin:agrellite  gsmin:mindaturi  <https://www.mindat.org/1:1:57:0> .
gsmin:narsarsukite	Narsarsukite	2841	1:1:2841:3	9	DJ	5	s09_DJ	gkosg:s09_DJ	gsmin:narsarsukite  gsmin:mindaturi  <https://www.mindat.org/1:1:2841:3> .
gsmin:laplandite-ce	Laplandite-(Ce)	2331	1:1:2331:9	9	DJ	10	s09_DJ	gkosg:s09_DJ	gsmin:laplandite-ce  gsmin:mindaturi  <https://www.mindat.org/1:1:2331:9> .
gsmin:caysichite-y	Caysichite-(Y)	922	1:1:922:9	9	DJ	15	s09_DJ	gkosg:s09_DJ	gsmin:caysichite-y  gsmin:mindaturi  <https://www.mindat.org/1:1:922:9> .
gsmin:seidite-ce	Seidite-(Ce)	7284	1:1:7284:3	9	DJ	20	s09_DJ	gkosg:s09_DJ	gsmin:seidite-ce  gsmin:mindaturi  <https://www.mindat.org/1:1:7284:3> .
gsmin:carlosturanite	Carlosturanite	903	1:1:903:4	9	DJ	25	s09_DJ	gkosg:s09_DJ	gsmin:carlosturanite  gsmin:mindaturi  <https://www.mindat.org/1:1:903:4> .
gsmin:jonesite	Jonesite	2112	1:1:2112:4	9	DJ	30	s09_DJ	gkosg:s09_DJ	gsmin:jonesite  gsmin:mindaturi  <https://www.mindat.org/1:1:2112:4> .
gsmin:babingtonite	Babingtonite	478	1:1:478:3	9	DK	5	s09_DK	gkosg:s09_DK	gsmin:babingtonite  gsmin:mindaturi  <https://www.mindat.org/1:1:478:3> .
gsmin:lithiomarsturite	Lithiomarsturite	2417	1:1:2417:0	9	DK	5	s09_DK	gkosg:s09_DK	gsmin:lithiomarsturite  gsmin:mindaturi  <https://www.mindat.org/1:1:2417:0> .
gsmin:manganbabingtonite	Manganbabingtonite	2494	1:1:2494:1	9	DK	5	s09_DK	gkosg:s09_DK	gsmin:manganbabingtonite  gsmin:mindaturi  <https://www.mindat.org/1:1:2494:1> .
gsmin:marsturite	Marsturite	2581	1:1:2581:8	9	DK	5	s09_DK	gkosg:s09_DK	gsmin:marsturite  gsmin:mindaturi  <https://www.mindat.org/1:1:2581:8> .
gsmin:nambulite	Nambulite	2835	1:1:2835:2	9	DK	5	s09_DK	gkosg:s09_DK	gsmin:nambulite  gsmin:mindaturi  <https://www.mindat.org/1:1:2835:2> .
gsmin:natronambulite	Natronambulite	2859	1:1:2859:8	9	DK	5	s09_DK	gkosg:s09_DK	gsmin:natronambulite  gsmin:mindaturi  <https://www.mindat.org/1:1:2859:8> .
gsmin:rhodonite	Rhodonite	3407	1:1:3407:0	9	DK	5	s09_DK	gkosg:s09_DK	gsmin:rhodonite  gsmin:mindaturi  <https://www.mindat.org/1:1:3407:0> .
gsmin:scandiobabingtonite	Scandiobabingtonite	7278	1:1:7278:2	9	DK	5	s09_DK	gkosg:s09_DK	gsmin:scandiobabingtonite  gsmin:mindaturi  <https://www.mindat.org/1:1:7278:2> .
gsmin:santaclaraite	Santaclaraite	3524	1:1:3524:4	9	DK	10	s09_DK	gkosg:s09_DK	gsmin:santaclaraite  gsmin:mindaturi  <https://www.mindat.org/1:1:3524:4> .
gsmin:saneroite	Saneroite	3520	1:1:3520:6	9	DK	15	s09_DK	gkosg:s09_DK	gsmin:saneroite  gsmin:mindaturi  <https://www.mindat.org/1:1:3520:6> .
gsmin:ciprianiite	Ciprianiite	10799	1:1:10799:2	9	DK	20	s09_DK	gkosg:s09_DK	gsmin:ciprianiite  gsmin:mindaturi  <https://www.mindat.org/1:1:10799:2> .
gsmin:hellandite-y	Hellandite-(Y)	1852	1:1:1852:0	9	DK	20	s09_DK	gkosg:s09_DK	gsmin:hellandite-y  gsmin:mindaturi  <https://www.mindat.org/1:1:1852:0> .
gsmin:mottanaite-ce	Mottanaite-(Ce)	10798	1:1:10798:3	9	DK	20	s09_DK	gkosg:s09_DK	gsmin:mottanaite-ce  gsmin:mindaturi  <https://www.mindat.org/1:1:10798:3> .
gsmin:tadzhikite-ce	Tadzhikite-(Ce)	3866	1:1:3866:5	9	DK	20	s09_DK	gkosg:s09_DK	gsmin:tadzhikite-ce  gsmin:mindaturi  <https://www.mindat.org/1:1:3866:5> .
gsmin:inesite	Inesite	2031	1:1:2031:8	9	DL	5	s09_DL	gkosg:s09_DL	gsmin:inesite  gsmin:mindaturi  <https://www.mindat.org/1:1:2031:8> .
gsmin:piergorite-ce	Piergorite-(Ce)	27426	1:1:27426:7	9	DL	10	s09_DL	gkosg:s09_DL	gsmin:piergorite-ce  gsmin:mindaturi  <https://www.mindat.org/1:1:27426:7> .
gsmin:stokesite	Stokesite	3793	1:1:3793:4	9	DM	5	s09_DM	gkosg:s09_DM	gsmin:stokesite  gsmin:mindaturi  <https://www.mindat.org/1:1:3793:4> .
gsmin:calciohilairite	Calciohilairite	831	1:1:831:8	9	DM	10	s09_DM	gkosg:s09_DM	gsmin:calciohilairite  gsmin:mindaturi  <https://www.mindat.org/1:1:831:8> .
gsmin:hilairite	Hilairite	1901	1:1:1901:5	9	DM	10	s09_DM	gkosg:s09_DM	gsmin:hilairite  gsmin:mindaturi  <https://www.mindat.org/1:1:1901:5> .
gsmin:komkovite	Komkovite	2247	1:1:2247:3	9	DM	10	s09_DM	gkosg:s09_DM	gsmin:komkovite  gsmin:mindaturi  <https://www.mindat.org/1:1:2247:3> .
gsmin:pyatenkoite-y	Pyatenkoite-(Y)	7259	1:1:7259:1	9	DM	10	s09_DM	gkosg:s09_DM	gsmin:pyatenkoite-y  gsmin:mindaturi  <https://www.mindat.org/1:1:7259:1> .
gsmin:sazykinaite-y	Sazykinaite-(Y)	3547	1:1:3547:3	9	DM	10	s09_DM	gkosg:s09_DM	gsmin:sazykinaite-y  gsmin:mindaturi  <https://www.mindat.org/1:1:3547:3> .
gsmin:gaidonnayite	Gaidonnayite	1634	1:1:1634:2	9	DM	15	s09_DM	gkosg:s09_DM	gsmin:gaidonnayite  gsmin:mindaturi  <https://www.mindat.org/1:1:1634:2> .
gsmin:georgechaoite	Georgechaoite	1675	1:1:1675:5	9	DM	15	s09_DM	gkosg:s09_DM	gsmin:georgechaoite  gsmin:mindaturi  <https://www.mindat.org/1:1:1675:5> .
gsmin:chkalovite	Chkalovite	1007	1:1:1007:4	9	DM	20	s09_DM	gkosg:s09_DM	gsmin:chkalovite  gsmin:mindaturi  <https://www.mindat.org/1:1:1007:4> .
gsmin:vlasovite	Vlasovite	4196	1:1:4196:2	9	DM	25	s09_DM	gkosg:s09_DM	gsmin:vlasovite  gsmin:mindaturi  <https://www.mindat.org/1:1:4196:2> .
gsmin:revdite	Revdite	3395	1:1:3395:0	9	DM	30	s09_DM	gkosg:s09_DM	gsmin:revdite  gsmin:mindaturi  <https://www.mindat.org/1:1:3395:0> .
gsmin:scheuchzerite	Scheuchzerite	27490	1:1:27490:2	9	DM	35	s09_DM	gkosg:s09_DM	gsmin:scheuchzerite  gsmin:mindaturi  <https://www.mindat.org/1:1:27490:2> .
gsmin:terskite	Terskite	3915	1:1:3915:0	9	DM	40	s09_DM	gkosg:s09_DM	gsmin:terskite  gsmin:mindaturi  <https://www.mindat.org/1:1:3915:0> .
gsmin:emeleusite	Emeleusite	1374	1:1:1374:7	9	DN	5	s09_DN	gkosg:s09_DN	gsmin:emeleusite  gsmin:mindaturi  <https://www.mindat.org/1:1:1374:7> .
gsmin:tuhualite	Tuhualite	4045	1:1:4045:3	9	DN	5	s09_DN	gkosg:s09_DN	gsmin:tuhualite  gsmin:mindaturi  <https://www.mindat.org/1:1:4045:3> .
gsmin:zektzerite	Zektzerite	4390	1:1:4390:4	9	DN	5	s09_DN	gkosg:s09_DN	gsmin:zektzerite  gsmin:mindaturi  <https://www.mindat.org/1:1:4390:4> .
gsmin:semenovite-ce	Semenovite-(Ce)	3615	1:1:3615:9	9	DN	10	s09_DN	gkosg:s09_DN	gsmin:semenovite-ce  gsmin:mindaturi  <https://www.mindat.org/1:1:3615:9> .
gsmin:ashcroftine-y	Ashcroftine-(Y)	389	1:1:389:0	9	DN	15	s09_DN	gkosg:s09_DN	gsmin:ashcroftine-y  gsmin:mindaturi  <https://www.mindat.org/1:1:389:0> .
gsmin:pyroxferroite	Pyroxferroite	3326	1:1:3326:4	9	DO	5	s09_DO	gkosg:s09_DO	gsmin:pyroxferroite  gsmin:mindaturi  <https://www.mindat.org/1:1:3326:4> .
gsmin:pyroxmangite	Pyroxmangite	3327	1:1:3327:1	9	DO	5	s09_DO	gkosg:s09_DO	gsmin:pyroxmangite  gsmin:mindaturi  <https://www.mindat.org/1:1:3327:1> .
gsmin:pellyite	Pellyite	3145	1:1:3145:1	9	DO	10	s09_DO	gkosg:s09_DO	gsmin:pellyite  gsmin:mindaturi  <https://www.mindat.org/1:1:3145:1> .
gsmin:ferronordite-la	Ferronordite-(La)	11208	1:1:11208:2	9	DO	15	s09_DO	gkosg:s09_DO	gsmin:ferronordite-la  gsmin:mindaturi  <https://www.mindat.org/1:1:11208:2> .
gsmin:manganonordite-ce	Manganonordite-(Ce)	7170	1:1:7170:9	9	DO	15	s09_DO	gkosg:s09_DO	gsmin:manganonordite-ce  gsmin:mindaturi  <https://www.mindat.org/1:1:7170:9> .
gsmin:nordite-la	Nordite-(La)	2929	1:1:2929:8	9	DO	15	s09_DO	gkosg:s09_DO	gsmin:nordite-la  gsmin:mindaturi  <https://www.mindat.org/1:1:2929:8> .
gsmin:alamosite	Alamosite	93	1:1:93:8	9	DO	20	s09_DO	gkosg:s09_DO	gsmin:alamosite  gsmin:mindaturi  <https://www.mindat.org/1:1:93:8> .
gsmin:liebauite	Liebauite	2396	1:1:2396:8	9	DO	25	s09_DO	gkosg:s09_DO	gsmin:liebauite  gsmin:mindaturi  <https://www.mindat.org/1:1:2396:8> .
gsmin:meliphanite	Meliphanite	2636	1:1:2636:5	9	DP	5	s09_DP	gkosg:s09_DP	gsmin:meliphanite  gsmin:mindaturi  <https://www.mindat.org/1:1:2636:5> .
gsmin:leucosphenite	Leucosphenite	2386	1:1:2386:9	9	DP	15	s09_DP	gkosg:s09_DP	gsmin:leucosphenite  gsmin:mindaturi  <https://www.mindat.org/1:1:2386:9> .
gsmin:prehnite	Prehnite	3277	1:1:3277:9	9	DP	20	s09_DP	gkosg:s09_DP	gsmin:prehnite  gsmin:mindaturi  <https://www.mindat.org/1:1:3277:9> .
gsmin:amstallite	Amstallite	208	1:1:208:6	9	DP	25	s09_DP	gkosg:s09_DP	gsmin:amstallite  gsmin:mindaturi  <https://www.mindat.org/1:1:208:6> .
gsmin:kvanefjeldite	Kvanefjeldite	2302	1:1:2302:9	9	DP	30	s09_DP	gkosg:s09_DP	gsmin:kvanefjeldite  gsmin:mindaturi  <https://www.mindat.org/1:1:2302:9> .
gsmin:lemoynite	Lemoynite	2371	1:1:2371:5	9	DP	35	s09_DP	gkosg:s09_DP	gsmin:lemoynite  gsmin:mindaturi  <https://www.mindat.org/1:1:2371:5> .
gsmin:natrolemoynite	Natrolemoynite	11005	1:1:11005:7	9	DP	35	s09_DP	gkosg:s09_DP	gsmin:natrolemoynite  gsmin:mindaturi  <https://www.mindat.org/1:1:11005:7> .
gsmin:altisite	Altisite	150	1:1:150:0	9	DP	40	s09_DP	gkosg:s09_DP	gsmin:altisite  gsmin:mindaturi  <https://www.mindat.org/1:1:150:0> .
gsmin:fukalite	Fukalite	1619	1:1:1619:9	9	DQ	5	s09_DQ	gkosg:s09_DQ	gsmin:fukalite  gsmin:mindaturi  <https://www.mindat.org/1:1:1619:9> .
gsmin:devitoite	Devitoite	39450	1:1:39450:7	9	E	  	s09_E	gkosg:s09_E	gsmin:devitoite  gsmin:mindaturi  <https://www.mindat.org/1:1:39450:7> .
gsmin:ellingsenite	Ellingsenite	39667	1:1:39667:5	9	E	  	s09_E	gkosg:s09_E	gsmin:ellingsenite  gsmin:mindaturi  <https://www.mindat.org/1:1:39667:5> .
gsmin:hanjiangite	Hanjiangite	43085	1:1:43085:4	9	E	  	s09_E	gkosg:s09_E	gsmin:hanjiangite  gsmin:mindaturi  <https://www.mindat.org/1:1:43085:4> .
gsmin:hogarthite	Hogarthite	39669	1:1:39669:3	9	E	  	s09_E	gkosg:s09_E	gsmin:hogarthite  gsmin:mindaturi  <https://www.mindat.org/1:1:39669:3> .
